1000.0
1000.0
9
173.20508075688772,200.0
519.6152422706632,200.0
866.0254037844386,200.0
173.20508075688772,800.0
519.6152422706632,800.0
866.0254037844386,800.0
0.0,500.0
346.41016151377545,500.0
692.8203230275509,500.0
6
54
95.26279441628824,218.0
121.2435565298214,266.0
246.81724007856502,220.5
163.6788013152589,169.5
225.16660498395404,262.0
227.76468119530736,203.5
458.9934640057525,160.0
532.6056233274298,250.5
604.4857318415382,230.0
461.59154021710583,152.5
578.504969728005,249.0
583.7011221507116,180.0
795.0113206741146,178.0
893.7382167055406,269.0
890.2741150904029,194.0
791.5472190589769,226.0
845.2407940936121,248.0
896.336292916894,153.5
106.52112466548596,772.5
160.21469970012114,875.5
243.35313846342726,816.5
148.090344047139,730.5
222.56852877260073,846.5
251.1473670974872,814.0
447.7351337565548,795.5
491.90242934956115,857.0
601.8876556301849,816.5
434.74475269978825,797.0
546.4620297879808,817.5
574.1748427090828,795.5
804.5376001157434,751.5
932.7093598758404,852.5
906.7285977623072,793.5
859.9632259579475,706.5
852.1689973238875,837.0
927.5132074531338,813.5
-24.24871130596428,503.0
48.497422611928556,570.0
41.569219381653056,435.0
-1.7320508075688772,444.0
20.784609690826528,561.0
57.157676649772945,491.0
343.81208530242213,493.5
394.90758412570403,534.0
387.9793808954285,484.0
296.180688094278,448.0
340.3479836872844,506.5
407.8979651824706,468.5
639.9927733967002,434.5
686.7581452010598,561.5
771.6286347719348,491.5
683.294043585922,432.5
672.0357133367244,569.0
701.4805770653953,485.0
