1000.0
1000.0
9
173.20508075688772,200.0
519.6152422706632,200.0
866.0254037844386,200.0
173.20508075688772,800.0
519.6152422706632,800.0
866.0254037844386,800.0
0.0,500.0
346.41016151377545,500.0
692.8203230275509,500.0
6
54
122.97560733739029,138.0
220.83647796503186,262.5
240.75506225207394,178.0
168.0089283341811,176.0
188.79353802500762,258.0
213.90827473475633,147.5
491.90242934956115,187.0
503.1607595987589,266.5
557.7203600371785,218.0
464.18961642845915,211.0
531.7395979236453,284.0
581.9690713431428,233.0
802.8055493081746,180.5
866.891429188223,258.5
937.905512298547,220.5
821.8581081914323,147.5
868.623479995792,227.5
905.8625723585228,190.0
168.87495373796554,750.5
216.50635094610965,852.0
215.64032554232523,729.5
146.35829323957012,758.5
142.02816622064793,823.0
200.05186827420533,734.5
504.0267850025433,757.0
497.09858177226783,861.0
570.7107410939451,818.5
478.04602288901015,770.0
552.5242076144718,820.0
564.648563267454,825.0
838.3125908633366,796.0
876.4177086298519,878.0
944.8337155288225,844.5
825.32220980657,811.5
873.8196324184985,872.5
922.3170550304271,824.5
-39.837168574084174,517.0
9.52627944162883,579.5
69.28203230275508,524.0
-84.00446416709055,530.5
22.516660498395403,516.0
34.64101615137754,509.0
266.7358243656071,456.0
324.7595264191645,524.5
388.8454062992129,461.5
277.9941546148048,442.5
357.66849176297313,519.5
363.73066958946424,480.0
647.78700203076,467.0
777.6908125984259,550.0
694.5523738351197,415.0
665.9735355102333,469.5
726.595313775144,545.5
749.1119742735394,448.5
